restaurant name,restaurant type,rate (out of 5),num of ratings,avg cost (two people),online_order,table booking,cuisines type,area,local address,Popularity Score
Imperio Cafe,Quick Bites,3.9,22,200.0,No,No,"Cafe, Fast Food, Pizza, Burger, Beverages",Bellandur,Whitefield,85.8
Imperio Restaurant,Casual Dining,4.2,767,700.0,Yes,Yes,"North Indian, Arabian, Mughlai, Biryani, Seafood, Beverages",Brookefield,Brookefield,3221.4
In Time Cane Juice,Beverage Shop,3.5,10,100.0,Yes,No,"Juices, Beverages",Banashankari,Kumaraswamy Layout,35.0
In Wok,Casual Dining,3.6,118,500.0,Yes,No,Chinese,Brigade Road,Richmond Road,424.8
InAzia - Sheraton Grand Bengaluru Whitefield Hotel &...,Casual Dining,4.3,246,2500.0,No,Yes,"Asian, Chinese",Whitefield,Whitefield,1057.8
Incanto - The Zuri,Fine Dining,4.0,89,2500.0,No,Yes,Italian,Whitefield,Whitefield,356.0
Inchara,Casual Dining,3.7,535,950.0,No,No,"North Indian, Continental, Chinese",Bannerghatta Road,JP Nagar,1979.5
Inchara Restaurant,Casual Dining,3.4,182,500.0,Yes,No,"Chinese, North Indian, Hyderabadi, Biryani",Kalyan Nagar,Banaswadi,618.8
Ind Foodies,Delivery,2.8,40,300.0,No,No,"North Indian, Chinese",Whitefield,Whitefield,112.0
India Garden,Casual Dining,3.3,211,550.0,Yes,No,"North Indian, Chinese, Fast Food, Beverages",Electronic City,Electronic City,696.3
India On Wheels,Delivery,3.6,11,400.0,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 3rd Block,39.6
Indian Aroma Cafe,Quick Bites,2.8,83,300.0,Yes,No,"North Indian, Chinese",Brookefield,Whitefield,232.39999999999998
Indian Chaps House,Quick Bites,3.7,14,400.0,No,No,North Indian,Marathahalli,Marathahalli,51.800000000000004
Indian Chicken Biryani Point,Quick Bites,3.1,6,250.0,No,No,Biryani,Rajajinagar,Vijay Nagar,18.6
Indian Chulha,Quick Bites,2.8,40,200.0,Yes,No,North Indian,Brookefield,Whitefield,112.0
Indian Coffee House,Quick Bites,3.9,1218,200.0,No,No,South Indian,Church Street,Church Street,4750.2
Indian Coffee House & Restaurant,Casual Dining,4.1,674,650.0,No,No,"South Indian, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,2763.3999999999996
Indian Dhaba,Casual Dining,3.3,7,450.0,No,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",HSR,23.099999999999998
Indian Durbar - Conrad Bengaluru,Fine Dining,3.7,54,3000.0,No,Yes,North Indian,Lavelle Road,Ulsoor,199.8
Indian Food,Quick Bites,2.8,40,200.0,Yes,No,"North Indian, South Indian",Brookefield,Marathahalli,112.0
Indian Food Court,Quick Bites,3.8,234,400.0,Yes,No,"North Indian, Chinese, Fast Food",Electronic City,Electronic City,889.1999999999999
Indian Highway Restaurant,Quick Bites,3.2,10,400.0,No,No,"North Indian, Chinese, Fast Food",Brookefield,Marathahalli,32.0
Indian Kitchen,Casual Dining,4.2,485,1500.0,No,No,"North Indian, Mughlai",Malleshwaram,Malleshwaram,2037.0
Indian Kitchen - Hotel Presidency,Casual Dining,3.0,8,1000.0,Yes,No,"Fast Food, North Indian, Finger Food",Electronic City,Electronic City,24.0
Indian Kitchen Eateries-IKE,Quick Bites,3.4,8,150.0,Yes,No,Fast Food,Bannerghatta Road,BTM,27.2
Indian Paratha Company,Casual Dining,3.5,28,500.0,No,No,North Indian,Marathahalli,Marathahalli,98.0
Indian Paratha Factory,Quick Bites,2.7,24,250.0,Yes,No,North Indian,Jayanagar,BTM,64.80000000000001
Indian Spice Food,Quick Bites,2.8,40,300.0,Yes,No,"North Indian, Chinese",Indiranagar,Ulsoor,112.0
Indian Spicy Food,Quick Bites,3.2,4,200.0,No,No,"North Indian, South Indian",Old Airport Road,Old Madras Road,12.8
Indian Tadka,Food Court,3.7,214,700.0,Yes,No,North Indian,Brookefield,Whitefield,791.8000000000001
Indiana Burgers,Delivery,3.1,16,300.0,Yes,No,Burger,Marathahalli,Brookefield,49.6
Indian's Biriyani Point,Quick Bites,3.3,5,200.0,No,No,"Biryani, Chinese",Rajajinagar,Rajajinagar,16.5
Indie Fusion Multi Cuisine Restaurant,Quick Bites,3.3,4,400.0,No,No,"Fast Food, BBQ, Rolls, Arabian, North Indian",Kalyan Nagar,Kalyan Nagar,13.2
Indigo X II P,Pub,2.8,40,1250.0,No,No,"Finger Food, Continental, Pizza, Asian, North Indian",HSR,HSR,112.0
Indigo XP,Pub,4.2,2368,1400.0,No,No,"Finger Food, Continental, Asian, North Indian",Koramangala 4th Block,Koramangala 5th Block,9945.6
Indira Canteen,Quick Bites,3.3,5,300.0,No,No,South Indian,Malleshwaram,Rajajinagar,16.5
Indira Darshini,Quick Bites,3.1,6,200.0,No,No,"South Indian, Chinese",MG Road,Cunningham Road,18.6
Indish Flavour,Quick Bites,2.8,40,450.0,No,No,"North Indian, Chinese, Biryani",Indiranagar,Jeevan Bhima Nagar,112.0
Indori Chatorey,Quick Bites,2.8,137,300.0,Yes,No,"North Indian, Street Food",Basavanagudi,BTM,383.59999999999997
Indori Zaika,Quick Bites,2.8,105,300.0,Yes,No,North Indian,Bellandur,HSR,294.0
INDULGE by InnerChef,Bakery,3.1,27,400.0,Yes,No,"Desserts, Bakery",Kalyan Nagar,Hennur,83.7
Indulge Cupcakes,Bakery,3.8,17,500.0,No,No,"Bakery, Desserts",Marathahalli,Marathahalli,64.6
Indus Family Restaurant,Casual Dining,3.8,117,600.0,Yes,No,"North Indian, Biryani","Byresandra,Tavarekere,Madiwala",BTM,444.59999999999997
Indy Palate,Quick Bites,3.3,16,250.0,Yes,No,"Continental, Biryani, Italian, North Indian, Chinese",Marathahalli,Bellandur,52.8
Indy's Comfort Food,Quick Bites,4.1,399,300.0,No,No,"North Indian, Beverages, Fast Food",Brigade Road,Shivajinagar,1635.8999999999999
Infinitea Tea Room & Tea Store,"Casual Dining, Cafe",4.2,864,1000.0,Yes,Yes,"Continental, Cafe, Desserts, Salad, Momos",Residency Road,Cunningham Road,3628.8
Infinity - The Zuri,Fine Dining,3.8,67,2700.0,No,Yes,"North Indian, Continental, Chinese",Whitefield,Whitefield,254.6
Infinity Family Restaurant,Casual Dining,3.6,46,500.0,Yes,No,"North Indian, Chinese",Marathahalli,Marathahalli,165.6
Ingu Tengu,Quick Bites,3.9,197,150.0,No,No,South Indian,Bannerghatta Road,Bannerghatta Road,768.3
Inhouse Burger,Food Court,3.6,10,400.0,No,No,Fast Food,Bellandur,Bellandur,36.0
InnerChef,Delivery,3.1,78,500.0,Yes,No,"North Indian, Continental",Kalyan Nagar,Hennur,241.8
Inntense Restobar,"Bar, Casual Dining",2.8,40,1600.0,No,Yes,"Finger Food, Continental, North Indian, Fast Food",Old Airport Road,Indiranagar,112.0
Insomniac's Delight,Delivery,4.0,231,300.0,Yes,No,"Fast Food, North Indian",Electronic City,Electronic City,924.0
Insta Cafe,Cafe,2.9,7,400.0,Yes,No,"Cafe, Continental, Pizza, Italian, Beverages",Bannerghatta Road,BTM,20.3
Intalia,Food Court,3.6,323,800.0,Yes,No,"Pizza, Italian",Bannerghatta Road,Bannerghatta Road,1162.8
Intriicake,"Quick Bites, Bakery",3.8,34,350.0,Yes,No,"Bakery, Desserts, Italian, North Indian, Fast Food","Byresandra,Tavarekere,Madiwala",HSR,129.2
Invitation Bar & Restaurant,Bar,3.0,15,1000.0,No,No,North Indian,"Byresandra,Tavarekere,Madiwala",BTM,45.0
Irie,Casual Dining,3.2,1,800.0,No,No,"North Indian, Chinese",Kalyan Nagar,Kalyan Nagar,3.2
I-Scoop Cafe,Quick Bites,2.8,40,300.0,Yes,No,"Fast Food, Pizza, Desserts","Byresandra,Tavarekere,Madiwala",Jayanagar,112.0
I-Scream'd,Dessert Parlor,3.4,6,200.0,No,No,Ice Cream,Sarjapur Road,Sarjapur Road,20.4
Ishta Cafe,Quick Bites,3.9,40,500.0,Yes,No,"Pizza, South Indian, Healthy Food",Basavanagudi,Jayanagar,156.0
Ishta Upahar,Quick Bites,3.4,41,100.0,Yes,No,South Indian,Brigade Road,Ulsoor,139.4
Ishwaryam,Quick Bites,3.5,8,250.0,No,No,"South Indian, Fast Food",Whitefield,Whitefield,28.0
iSpice Resto Cafe,Cafe,3.7,28,600.0,Yes,No,"Cafe, North Indian, Chinese, Fast Food",Indiranagar,Indiranagar,103.60000000000001
Italia - The Park Bangalore,Fine Dining,3.7,82,2500.0,No,No,Italian,Brigade Road,MG Road,303.40000000000003
Ithaa's Biriyani,Quick Bites,3.4,12,500.0,No,No,"Biryani, Chinese, North Indian",HSR,HSR,40.8
Ithaca - The Chancery Pavilion,Fine Dining,3.9,310,2000.0,No,Yes,"North Indian, Italian, European, Continental",Brigade Road,Residency Road,1209.0
It's Mirchi - Ramee Guestline Hotels,Casual Dining,3.1,19,1600.0,No,No,"Continental, Mughlai",Electronic City,Electronic City,58.9
Ivy,Casual Dining,3.8,210,600.0,Yes,No,"North Indian, Chinese, Fast Food",Banashankari,Kumaraswamy Layout,798.0
Ivy Park,Casual Dining,3.5,38,500.0,No,No,"South Indian, Kerala, North Indian, Chinese",Sarjapur Road,Sarjapur Road,133.0
Iyengar Bakery,Bakery,3.7,44,200.0,No,No,Bakery,Basavanagudi,Jayanagar,162.8
Iyengar's Bakery,Bakery,3.5,11,200.0,No,No,Bakery,Brigade Road,Koramangala 6th Block,38.5
Iyengars' Bakery,Bakery,3.4,14,200.0,No,No,Bakery,Brigade Road,Richmond Road,47.6
Iyengar's Inn,Quick Bites,4.1,52,100.0,No,No,South Indian,Basavanagudi,Jayanagar,213.2
Iyer Idly,Quick Bites,4.0,112,150.0,No,No,South Indian,Marathahalli,Thippasandra,448.0
Iyer Mess,Mess,4.1,327,150.0,Yes,No,South Indian,Malleshwaram,Malleshwaram,1340.6999999999998
Iyer's Tiffin Centre,Quick Bites,3.8,62,150.0,No,No,"South Indian, Chinese",Banashankari,Banashankari,235.6
Izakaya Gastro Pub,"Bar, Casual Dining",3.8,128,1200.0,Yes,Yes,"North Indian, Continental, Mediterranean",Whitefield,Whitefield,486.4
J K Fish Land,Quick Bites,3.6,35,300.0,Yes,No,"Seafood, Mangalorean",Banashankari,Jayanagar,126.0
J Spice,Casual Dining,3.8,59,750.0,No,No,"North Indian, Chinese",Jayanagar,Banashankari,224.2
Jade,Casual Dining,3.3,6,900.0,No,No,"Continental, American",Koramangala 4th Block,Ejipura,19.799999999999997
Jadoo Ka Dabba,Delivery,3.6,20,200.0,No,No,"North Indian, Chinese",Koramangala 4th Block,Koramangala 3rd Block,72.0
Jaffa's Biryani,Casual Dining,3.8,429,550.0,Yes,No,"Biryani, North Indian, Chinese",Brookefield,Marathahalli,1630.1999999999998
Jaganath Hotel and Restaurant,Quick Bites,3.6,35,200.0,Yes,No,"North Indian, Chinese",Bannerghatta Road,JP Nagar,126.0
Jaganath Restaurant And Hotel,Quick Bites,3.2,8,300.0,No,No,North Indian,Bannerghatta Road,JP Nagar,25.6
Jagannath Delicacy,Casual Dining,2.8,40,500.0,No,No,"North Indian, Chinese",Brookefield,Brookefield,112.0
Jagannath Mess,Mess,2.8,40,300.0,No,No,"Andhra, North Indian, South Indian",Brookefield,Brookefield,112.0
Jai Bhavani Dhaba,Dhaba,3.0,52,300.0,Yes,No,"North Indian, Chinese, Seafood",Kalyan Nagar,Nagawara,156.0
Jai Bhavani Savaji Hotel,Quick Bites,2.9,6,400.0,No,No,"South Indian, Biryani",Rajajinagar,Vijay Nagar,17.4
Jai Bhawani,Casual Dining,3.6,21,600.0,No,No,"North Indian, South Indian, Chinese",Lavelle Road,Majestic,75.60000000000001
Jai Jinendra,Quick Bites,4.0,98,200.0,No,No,"Street Food, Beverages",Koramangala 4th Block,Koramangala 6th Block,392.0
Jai Mataji Farshan & Sweets,"Sweet Shop, Quick Bites",3.8,47,150.0,Yes,No,"Mithai, Street Food",Frazer Town,Banaswadi,178.6
Jain Bakes,Bakery,3.6,8,250.0,No,No,"Bakery, Desserts",Banashankari,Basavanagudi,28.8
Jaisalmer,Casual Dining,3.7,57,700.0,No,No,"North Indian, Chinese",Brigade Road,St. Marks Road,210.9
Jaishree Pavilion,Casual Dining,3.7,34,700.0,No,No,"North Indian, South Indian, Chinese",Indiranagar,Thippasandra,125.80000000000001
Jalaram Sweets,Sweet Shop,3.8,32,250.0,Yes,No,"Desserts, Mithai",Banashankari,Jayanagar,121.6
Jalpaan,Casual Dining,3.9,675,900.0,Yes,Yes,"North Indian, Continental",Malleshwaram,Rajajinagar,2632.5
Jalsa,Casual Dining,4.1,775,800.0,Yes,Yes,"North Indian, Mughlai, Chinese",Banashankari,Banashankari,3177.4999999999995
Jalsa Adda,Food Court,3.2,8,400.0,No,No,"North Indian, South Indian, Arabian",Whitefield,Whitefield,25.6
Jalsa Gold,Casual Dining,4.5,3421,1300.0,No,Yes,"North Indian, Mughlai, Italian",Bellandur,Marathahalli,15394.5
Jamavar - The Leela Palace,Fine Dining,4.2,519,4000.0,No,Yes,"North Indian, South Indian",Indiranagar,Old Airport Road,2179.8
JamayCafe,Cafe,2.8,16,600.0,No,No,Cafe,Kalyan Nagar,Kalyan Nagar,44.8
Jambudweepa Juice Bar,Beverage Shop,3.8,24,150.0,Yes,No,"Beverages, Healthy Food",Kalyan Nagar,Banaswadi,91.19999999999999
Jameela Hotel,Quick Bites,3.3,9,200.0,No,No,Biryani,Rajajinagar,Magadi Road,29.7
Janahaar,Quick Bites,3.8,70,100.0,Yes,No,South Indian,Banashankari,Banashankari,266.0
Janatha Cafe,Quick Bites,3.2,22,400.0,Yes,No,"South Indian, Kerala",Kalyan Nagar,Hennur,70.4
Japan Travel Cafe Azuki,Cafe,4.3,67,400.0,No,No,"Cafe, Japanese",Brigade Road,Residency Road,288.09999999999997
Jars,Delivery,3.8,28,650.0,Yes,No,"Healthy Food, Beverages",Brigade Road,Vasanth Nagar,106.39999999999999
Jashn,Casual Dining,3.7,132,750.0,Yes,No,North Indian,Bellandur,Marathahalli,488.40000000000003
Jashn - Le Meridien,Fine Dining,3.7,47,2000.0,No,No,"North Indian, Mughlai",Lavelle Road,Sankey Road,173.9
Jashn Hyderabadi Bawarchi,Casual Dining,2.9,139,650.0,Yes,No,"Hyderabadi, North Indian, Chinese, Biryani",Malleshwaram,New BEL Road,403.09999999999997
Java,Casual Dining,3.7,39,700.0,No,No,"North Indian, Chinese",Indiranagar,Old Airport Road,144.3
Java City,Cafe,2.5,157,450.0,Yes,No,"Cafe, American, Pizza",Jayanagar,Jayanagar,392.5
Jay Bhavani,Quick Bites,3.6,41,400.0,Yes,No,"North Indian, Street Food, Pizza",Rajajinagar,Vijay Nagar,147.6
Jay Bhavani Vadapav,Quick Bites,3.4,26,150.0,Yes,No,"Maharashtrian, Street Food",Rajajinagar,Seshadripuram,88.39999999999999
Jay Mataji Farsan and Sweets,Sweet Shop,3.5,9,150.0,No,No,"Mithai, Gujarati",Malleshwaram,Yeshwantpur,31.5
Jayanagar Grill House,Quick Bites,3.5,35,250.0,Yes,No,"Biryani, Kebab",Basavanagudi,Jayanagar,122.5
Jayanagara Donne Biryani,Quick Bites,3.6,60,400.0,Yes,No,"Biryani, South Indian",Basavanagudi,Jayanagar,216.0
Jayanthi Sagar,Quick Bites,3.1,21,200.0,No,No,"South Indian, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,65.10000000000001
Jcubez,Lounge,3.8,977,1300.0,No,Yes,Finger Food,Banashankari,Banashankari,3712.6
Jeet Punjabi Tadka,Quick Bites,3.5,17,500.0,No,No,"North Indian, South Indian",New BEL Road,New BEL Road,59.5
Jeff's - Royal Orchid Hotel,Bar,3.9,73,1800.0,No,No,"Chinese, Continental",Indiranagar,Old Airport Road,284.7
Jenisha Green View Restaurant,Quick Bites,2.8,40,500.0,Yes,No,"North Indian, Fast Food",Indiranagar,Ejipura,112.0
Jerry Mama's,Bakery,3.6,10,250.0,No,No,Bakery,Indiranagar,Indiranagar,36.0
Jethro's,Quick Bites,3.7,18,450.0,No,No,"Fast Food, Burger",JP Nagar,JP Nagar,66.60000000000001
Jetlag,"Bar, Casual Dining",4.3,1042,1650.0,No,Yes,"Finger Food, Continental, North Indian, Italian, Japanese",Malleshwaram,Rajajinagar,4480.599999999999
JFD Cafe,Cafe,2.8,37,400.0,Yes,No,Cafe,HSR,HSR,103.6
Jhanhavi Restaurant,Quick Bites,3.1,105,400.0,Yes,No,"North Indian, Chinese, South Indian, Biryani",Brookefield,Marathahalli,325.5
Jhasaa,"Takeaway, Delivery",3.2,8,500.0,Yes,No,"Seafood, Salad, North Indian, Biryani, Chinese",Bannerghatta Road,BTM,25.6
Ji Hazoor,"Casual Dining, Bar",4.0,2807,1100.0,Yes,Yes,"Mughlai, North Indian, Biryani, Afghan",Brookefield,Whitefield,11228.0
Jiffy Cafe,Cafe,3.4,6,500.0,No,No,Cafe,Kalyan Nagar,Hennur,20.4
Jigani Dum Biryani Centre,Quick Bites,3.3,7,150.0,No,No,Biryani,Electronic City,Electronic City,23.099999999999998
Jigarthanda,"Beverage Shop, Quick Bites",3.5,17,300.0,No,No,"Beverages, Rolls",Malleshwaram,Malleshwaram,59.5
Jimi's Beer Cafe,Bar,3.9,815,1700.0,No,Yes,"American, North Indian, Chinese",Indiranagar,Indiranagar,3178.5
Jingo BBQ & Burgers,Quick Bites,3.9,40,550.0,Yes,No,"Burger, BBQ",Frazer Town,Kammanahalli,156.0
Jiyan Swadista,Quick Bites,3.4,10,300.0,Yes,No,"Chinese, Kebab, North Indian",Marathahalli,Marathahalli,34.0
Jiyo Natural,Delivery,3.6,14,300.0,No,No,"Healthy Food, North Indian",Bannerghatta Road,South Bangalore,50.4
JLT Food,Quick Bites,3.6,23,450.0,Yes,No,North Indian,Brookefield,Whitefield,82.8
Jodhpur Jaika,Quick Bites,3.3,4,200.0,No,No,"North Indian, Street Food","Byresandra,Tavarekere,Madiwala",Bommanahalli,13.2
Jodhpur Sweets,Beverage Shop,3.8,29,100.0,No,No,"Desserts, Street Food",Electronic City,Electronic City,110.19999999999999
Jodhpur Sweets & Corner,"Dessert Parlor, Sweet Shop",3.7,21,200.0,No,No,"Desserts, Street Food, Mithai",Koramangala 4th Block,BTM,77.7
Joey's,Quick Bites,3.7,43,300.0,No,No,"Chinese, Fast Food",Bannerghatta Road,BTM,159.1
Johnny Fox,Bar,3.9,66,1500.0,No,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Hosur Road,257.4
Johny's Kitchen,Quick Bites,4.1,59,300.0,Yes,No,"North Indian, South Indian",Indiranagar,Jeevan Bhima Nagar,241.89999999999998
Jonah's,"Casual Dining, Bar",4.1,1827,1100.0,Yes,Yes,"Italian, Seafood, American, Continental",Indiranagar,Indiranagar,7490.699999999999
Joon Restaurant,Quick Bites,3.7,31,400.0,Yes,No,"Arabian, Chinese, North Indian, Kerala, Juices",Bannerghatta Road,BTM,114.7
Jordan Food Corner,Quick Bites,2.8,40,200.0,No,No,"North Indian, Fast Food",Marathahalli,Marathahalli,112.0
Jose's Mess,Mess,4.3,315,300.0,No,No,"Kerala, South Indian, Biryani","Byresandra,Tavarekere,Madiwala",BTM,1354.5
Joshi's Mumbai Masala,Quick Bites,3.3,6,150.0,No,No,"Street Food, Fast Food",Basavanagudi,Basavanagudi,19.799999999999997
Joshitha Andra Mess,Mess,3.2,9,250.0,No,No,"Andhra, Biryani",Electronic City,Electronic City,28.8
JP Fish Land,Quick Bites,3.6,24,300.0,Yes,No,Seafood,Bannerghatta Road,BTM,86.4
J's Cafe,Cafe,3.9,155,700.0,No,No,"Cafe, Continental",Indiranagar,Indiranagar,604.5
JS Food Court,Quick Bites,3.8,127,400.0,Yes,No,"Fast Food, Juices",Frazer Town,Kammanahalli,482.59999999999997
Juba Cafe,Quick Bites,3.4,13,100.0,No,No,Juices,Kalyan Nagar,Kalyan Nagar,44.199999999999996
Jubli Biryani,Quick Bites,3.6,17,500.0,Yes,No,"Biryani, Chinese",Whitefield,Whitefield,61.2
Juice 99,Beverage Shop,3.5,20,150.0,Yes,No,"Fast Food, Beverages",Koramangala 4th Block,BTM,70.0
Juice Berg,Bakery,4.0,181,500.0,Yes,No,"Bakery, Desserts",Whitefield,Whitefield,724.0
Juice Buzz,Beverage Shop,3.1,10,200.0,No,No,Juices,"Byresandra,Tavarekere,Madiwala",JP Nagar,31.0
Juice Fresco,Beverage Shop,3.3,15,150.0,Yes,No,Beverages,Kalyan Nagar,Nagawara,49.5
Juice Fresco & Pizza,"Quick Bites, Beverage Shop",3.4,12,300.0,No,No,"Beverages, Pizza","Byresandra,Tavarekere,Madiwala",JP Nagar,40.8
Juice Junction,Beverage Shop,2.8,20,150.0,Yes,No,"Juices, Fast Food","Byresandra,Tavarekere,Madiwala",JP Nagar,56.0
Juice Junction Food Court,"Beverage Shop, Quick Bites",3.7,70,250.0,Yes,No,"Beverages, Juices, Fast Food","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block,259.0
Juice Land,Beverage Shop,3.9,141,300.0,Yes,No,"Juices, Beverages",Bannerghatta Road,Bannerghatta Road,549.9
Juice Lounge,Beverage Shop,3.1,28,250.0,Yes,No,"Beverages, Healthy Food",Bannerghatta Road,BTM,86.8
Juice Point,"Beverage Shop, Quick Bites",3.2,6,100.0,No,No,"Juices, Beverages, Fast Food",Koramangala 4th Block,Koramangala 1st Block,19.200000000000003
Juice Shop,Quick Bites,3.3,11,200.0,No,No,"Street Food, Beverages",Lavelle Road,Brigade Road,36.3
Juiced Burger,Delivery,3.5,5,750.0,Yes,No,Burger,HSR,South Bangalore,17.5
Juicemaker,Beverage Shop,3.8,29,400.0,No,No,"Beverages, Fast Food",Brigade Road,Cunningham Road,110.19999999999999
Juicy,Beverage Shop,3.8,80,200.0,Yes,No,"Beverages, Juices, Fast Food",Indiranagar,Old Airport Road,304.0
Juicy & Spicy,"Quick Bites, Beverage Shop",3.1,4,150.0,Yes,No,"Bakery, Fast Food",Bannerghatta Road,JP Nagar,12.4
Juicy Hut,Quick Bites,3.2,9,200.0,No,No,"Juices, Fast Food",Bannerghatta Road,Bannerghatta Road,28.8
Juicy Momos,Food Court,3.1,21,250.0,Yes,No,"Tibetan, Momos",Bannerghatta Road,Bannerghatta Road,65.10000000000001
JukeBox,"Casual Dining, Bar",3.9,281,1000.0,No,Yes,"Continental, Parsi, Chinese, North Indian, Italian, Steak","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,1095.8999999999999
Jumping Beans,Cafe,4.0,220,850.0,Yes,No,"Cafe, North Indian, Chinese, Biryani, Beverages",Indiranagar,Old Madras Road,880.0
Just Bake,Bakery,2.7,23,400.0,Yes,No,Bakery,Old Airport Road,Old Airport Road,62.1
Just Baked,Bakery,3.4,11,400.0,No,No,"Bakery, Desserts",Frazer Town,Frazer Town,37.4
Just Bunny,Quick Bites,3.5,11,200.0,Yes,No,Fast Food,Banashankari,Jayanagar,38.5
Just Cakes,Bakery,3.4,22,350.0,Yes,No,Bakery,Electronic City,Electronic City,74.8
Just Chill,Beverage Shop,3.4,54,250.0,Yes,No,Beverages,Bannerghatta Road,BTM,183.6
Just Delhiwala,Quick Bites,3.8,80,300.0,Yes,No,North Indian,Bellandur,Bellandur,304.0
Just Dosa,Quick Bites,3.7,34,200.0,No,No,South Indian,HSR,HSR,125.80000000000001
Just Eat,Quick Bites,2.8,40,500.0,Yes,No,"North Indian, Chinese, Beverages",Indiranagar,Indiranagar,112.0
Just Fresh Point,Quick Bites,4.0,162,300.0,Yes,No,"Street Food, American, Sandwich, Fast Food, Beverages, Burger, Desserts, Pizza",Electronic City,Electronic City,648.0
Just Homely,"Takeaway, Delivery",2.8,40,300.0,Yes,No,North Indian,Electronic City,Electronic City,112.0
Just Khao Suey,Casual Dining,4.0,183,600.0,Yes,No,Burmese,Old Airport Road,Indiranagar,732.0
Just Kulfi,Dessert Parlor,3.4,6,300.0,Yes,No,"Ice Cream, Fast Food",Indiranagar,Indiranagar,20.4
Just One More,Quick Bites,3.4,18,200.0,No,No,"South Indian, Street Food",Frazer Town,Frazer Town,61.199999999999996
Just Parathas,Quick Bites,3.4,5,250.0,No,No,North Indian,Brookefield,Brookefield,17.0
Just Protein,Food Truck,3.4,5,350.0,No,No,"Chinese, Fast Food",Kalyan Nagar,North Bangalore,17.0
Just Sandwiches,Quick Bites,3.6,10,100.0,Yes,No,Sandwich,Basavanagudi,BTM,36.0
Just Shawarma,Kiosk,3.9,176,300.0,Yes,No,Arabian,Electronic City,Electronic City,686.4
Just Thindi,Quick Bites,3.6,16,200.0,Yes,No,South Indian,Banashankari,Basavanagudi,57.6
Just Yum,Quick Bites,3.6,78,500.0,Yes,No,"North Indian, Chinese",Sarjapur Road,Sarjapur Road,280.8
Just@99,Quick Bites,3.1,7,300.0,Yes,No,"Chinese, South Indian, North Indian",New BEL Road,New BEL Road,21.7
JustBe Cafe,Cafe,4.3,476,1000.0,No,Yes,"Cafe, Beverages, Healthy Food",Malleshwaram,Sadashiv Nagar,2046.8
JW Kitchen - JW Marriott Bengaluru,Fine Dining,4.4,2111,2200.0,No,Yes,"North Indian, Continental, Italian",Brigade Road,Lavelle Road,9288.400000000001
K V Canteen,Quick Bites,3.5,17,100.0,No,No,South Indian,Brigade Road,Commercial Street,59.5
K.C Das,"Sweet Shop, Quick Bites",3.4,8,200.0,No,No,"Mithai, Street Food",Bannerghatta Road,Bannerghatta Road,27.2
K.G.N Kabbab Corner,Quick Bites,4.0,83,500.0,No,No,"North Indian, Kebab",Kalyan Nagar,Kalyan Nagar,332.0
K27 - The Pub,Bar,3.1,30,1000.0,No,No,"Chinese, North Indian",Banashankari,Banashankari,93.0
KA 12 - Flavour Of Coorg,Quick Bites,4.0,105,300.0,Yes,No,South Indian,New BEL Road,New BEL Road,420.0
